Category,Name,Value,Matchup,Payout,Timestamp
Points,Nikola Jokic,29.50.5,vs OKC Sun 12:30pm,Money Mouth,2025-05-17 19:03:46
Points,Jamal Murray,15.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Jamal Murray,24.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jamal Murray,29.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jamal Murray,26.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jamal Murray,17.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Jamal Murray,19.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Jamal Murray,21.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Michael Porter Jr.,14.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Michael Porter Jr.,5.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Michael Porter Jr.,8.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Michael Porter Jr.,11.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Michael Porter Jr.,7.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Michael Porter Jr.,10.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Michael Porter Jr.,13.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Luguentz Dort,9,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Luguentz Dort,7.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Luguentz Dort,6.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Luguentz Dort,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Luguentz Dort,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Luguentz Dort,5.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Luguentz Dort,9.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Gordon,12,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Aaron Gordon,17.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Gordon,19.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Gordon,9.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Aaron Wiggins,9.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Wiggins,7.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Wiggins,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Aaron Wiggins,4.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Christian Braun,8.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Christian Braun,9.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Christian Braun,13.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Christian Braun,11.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Christian Braun,19.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Christian Braun,14.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Christian Braun,17.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jalen Williams,24.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jalen Williams,14.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Jalen Williams,29.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Jalen Williams,17.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Jalen Williams,19.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Jalen Williams,15.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Chet Holmgren,13.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Chet Holmgren,19.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Chet Holmgren,10.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Chet Holmgren,20.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Chet Holmgren,14.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Chet Holmgren,17.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Chet Holmgren,11.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Cason Wallace,7.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Cason Wallace,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Cason Wallace,5.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Cason Wallace,4.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Cason Wallace,9.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,39.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,31.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,29.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,34.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,25.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Shai Gilgeous-Alexander,24.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Nikola Jokic,24.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Nikola Jokic,23.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Nikola Jokic,34.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Nikola Jokic,29.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Nikola Jokic,39.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Nikola Jokic,22.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Nikola Jokic,35.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Alex Caruso,5.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Alex Caruso,9.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Alex Caruso,6.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Alex Caruso,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Alex Caruso,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Alex Caruso,7.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Alex Caruso,8.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Russell Westbrook,5.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Russell Westbrook,14.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Russell Westbrook,11,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Russell Westbrook,9.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Isaiah Hartenstein,10,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Points,Isaiah Hartenstein,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Isaiah Hartenstein,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Isaiah Hartenstein,7.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Isaiah Hartenstein,17.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Points,Isaiah Hartenstein,9.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Isaiah Hartenstein,6.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Points,Myles Turner,10.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Myles Turner,24.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Myles Turner,21.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Myles Turner,15.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Myles Turner,14.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Myles Turner,11.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Myles Turner,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,T.J. McConnell,9.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,T.J. McConnell,7.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,T.J. McConnell,4.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,T.J. McConnell,11.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,T.J. McConnell,6,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Mitchell Robinson,4.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Mitchell Robinson,5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Mitchell Robinson,7.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Mitchell Robinson,8.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Mitchell Robinson,9.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Miles McBride,7.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Miles McBride,9.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Miles McBride,6.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Miles McBride,5.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Miles McBride,4.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Miles McBride,11.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Andrew Nembhard,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Andrew Nembhard,14.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Andrew Nembhard,11.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Andrew Nembhard,12,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Andrew Nembhard,9.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Andrew Nembhard,8.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Andrew Nembhard,17.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Aaron Nesmith,7.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Aaron Nesmith,14.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Aaron Nesmith,9.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Aaron Nesmith,17.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Aaron Nesmith,11.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Aaron Nesmith,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Bennedict Mathurin,5.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Bennedict Mathurin,7.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Bennedict Mathurin,14.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Bennedict Mathurin,9.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Bennedict Mathurin,11.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Josh Hart,14.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Josh Hart,9.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Josh Hart,19.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Josh Hart,8.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Josh Hart,12.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Josh Hart,17.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Josh Hart,11.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Obi Toppin,14.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Obi Toppin,9.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Obi Toppin,5.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Obi Toppin,7.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Obi Toppin,4.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Obi Toppin,11.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,OG Anunoby,19.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,OG Anunoby,14.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,OG Anunoby,24.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,OG Anunoby,16.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,OG Anunoby,12.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,OG Anunoby,11.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,OG Anunoby,23.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Pascal Siakam,14.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Pascal Siakam,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Pascal Siakam,24.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Pascal Siakam,17.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Pascal Siakam,18,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Tyrese Haliburton,25.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Tyrese Haliburton,24.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Tyrese Haliburton,18,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Tyrese Haliburton,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Tyrese Haliburton,14.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Tyrese Haliburton,13.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Jalen Brunson,35.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Jalen Brunson,24.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Jalen Brunson,29.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Jalen Brunson,34.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Jalen Brunson,22.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Jalen Brunson,28.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Mikal Bridges,14.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Mikal Bridges,24.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Mikal Bridges,19.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Mikal Bridges,16.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Mikal Bridges,22.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Mikal Bridges,11.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Karl-Anthony Towns,29.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Points,Karl-Anthony Towns,17.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Karl-Anthony Towns,22.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Points,Karl-Anthony Towns,19.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Points,Karl-Anthony Towns,24.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,44.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,28.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,29.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,39.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,34.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,24.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jamal Murray,32,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Michael Porter Jr.,17,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Michael Porter Jr.,24.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Michael Porter Jr.,14.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Michael Porter Jr.,19.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Michael Porter Jr.,11.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Luguentz Dort,11.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Luguentz Dort,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Luguentz Dort,19.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Luguentz Dort,13.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Luguentz Dort,9.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Gordon,34.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Gordon,29.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Gordon,19.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Wiggins,7.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Wiggins,9.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Wiggins,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Aaron Wiggins,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,22.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,24.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,21.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,29.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,20.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Christian Braun,19.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,34.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,24.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,30,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,31.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,28.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Jalen Williams,39.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,25.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,24.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,28.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,19.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,29.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Chet Holmgren,34.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Cason Wallace,11.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Cason Wallace,7.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Cason Wallace,9.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Cason Wallace,14.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,49.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,46.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,44.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,39.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,54.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,42.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Shai Gilgeous-Alexander,41.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,59.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,50.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,52.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,49.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,44.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Nikola Jokic,64.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Alex Caruso,19.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Alex Caruso,14.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Alex Caruso,11.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Russell Westbrook,29.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Russell Westbrook,24.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Russell Westbrook,24.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Russell Westbrook,19,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Russell Westbrook,14.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,19.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,29.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,22,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,24.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,23.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Isaiah Hartenstein,20.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Myles Turner,29.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Myles Turner,23.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Myles Turner,34.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Myles Turner,24.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Myles Turner,19.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,T.J. McConnell,14.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,T.J. McConnell,19.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,T.J. McConnell,9.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,T.J. McConnell,11.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Mitchell Robinson,19.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Mitchell Robinson,14.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Mitchell Robinson,13.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Mitchell Robinson,9.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Mitchell Robinson,11.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Miles McBride,7.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Miles McBride,14.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Miles McBride,9.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Pts+Rebs+Asts,Miles McBride,11.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Andrew Nembhard,19.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Pts+Rebs+Asts,Andrew Nembhard,29.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Pts+Rebs+Asts,Andrew Nembhard,24.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
