Category,Name,Value,Matchup,Payout,Timestamp
3-PT Made,OG Anunoby,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,OG Anunoby,1.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
3-PT Made,OG Anunoby,3.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Pascal Siakam,2.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Pascal Siakam,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Pascal Siakam,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
3-PT Made,Tyrese Haliburton,3.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Tyrese Haliburton,4.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Tyrese Haliburton,1.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
3-PT Made,Tyrese Haliburton,2.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
3-PT Made,Jalen Brunson,1.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
3-PT Made,Jalen Brunson,3.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Jalen Brunson,2.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
3-PT Made,Jalen Brunson,4.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Mikal Bridges,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Mikal Bridges,3.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Karl-Anthony Towns,3.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
3-PT Made,Karl-Anthony Towns,1.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
3-PT Made,Karl-Anthony Towns,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Free Throws Made,Shai Gilgeous-Alexander,8,vs DEN Sun 12:30pm,Standard,2025-05-17 19:03:46
Free Throws Made,Nikola Jokic,6,vs OKC Sun 12:30pm,Standard,2025-05-17 19:03:46
Free Throws Made,Michael Porter Jr.,0.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Free Throws Made,Jalen Williams,4.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Free Throws Made,Chet Holmgren,2.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Blocked Shots,Jamal Murray,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Jamal Murray,0.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Michael Porter Jr.,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Luguentz Dort,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Luguentz Dort,0.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Aaron Gordon,0.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Aaron Wiggins,0.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Christian Braun,0.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Christian Braun,2.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Christian Braun,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Jalen Williams,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Jalen Williams,0.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Blocked Shots,Chet Holmgren,4.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Chet Holmgren,1.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Chet Holmgren,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Chet Holmgren,3.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Cason Wallace,0.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Shai Gilgeous-Alexander,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Nikola Jokic,0.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Nikola Jokic,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Alex Caruso,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Russell Westbrook,0.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Isaiah Hartenstein,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Isaiah Hartenstein,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Blocked Shots,Myles Turner,4.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Myles Turner,2.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Blocked Shots,Myles Turner,1.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Myles Turner,3.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,T.J. McConnell,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Mitchell Robinson,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Mitchell Robinson,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Miles McBride,0.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Andrew Nembhard,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Aaron Nesmith,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Aaron Nesmith,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Bennedict Mathurin,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Josh Hart,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Josh Hart,0.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Obi Toppin,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,OG Anunoby,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Blocked Shots,OG Anunoby,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,OG Anunoby,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Pascal Siakam,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Pascal Siakam,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Tyrese Haliburton,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Tyrese Haliburton,0.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Blocked Shots,Jalen Brunson,0.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Mikal Bridges,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Mikal Bridges,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Mikal Bridges,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Karl-Anthony Towns,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Blocked Shots,Karl-Anthony Towns,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Blocked Shots,Karl-Anthony Towns,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Jamal Murray,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Jamal Murray,0.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Michael Porter Jr.,0.5,vs OKC Sun 12:40pm,Standard,2025-05-17 19:03:46
Steals,Michael Porter Jr.,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Luguentz Dort,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Luguentz Dort,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Aaron Wiggins,0.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Christian Braun,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Christian Braun,2.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Christian Braun,0.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Jalen Williams,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Jalen Williams,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Jalen Williams,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Chet Holmgren,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Chet Holmgren,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Cason Wallace,3.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Cason Wallace,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Cason Wallace,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Cason Wallace,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Shai Gilgeous-Alexander,1.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Shai Gilgeous-Alexander,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Shai Gilgeous-Alexander,3.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Nikola Jokic,3.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Nikola Jokic,1.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Nikola Jokic,2.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Alex Caruso,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Alex Caruso,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Alex Caruso,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Alex Caruso,3.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Isaiah Hartenstein,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Steals,Isaiah Hartenstein,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Isaiah Hartenstein,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Steals,Myles Turner,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Myles Turner,0.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Steals,T.J. McConnell,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,T.J. McConnell,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Mitchell Robinson,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Mitchell Robinson,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Miles McBride,0.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Steals,Miles McBride,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Andrew Nembhard,2.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Andrew Nembhard,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Andrew Nembhard,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Aaron Nesmith,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Aaron Nesmith,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Bennedict Mathurin,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Bennedict Mathurin,0.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Josh Hart,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Josh Hart,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Josh Hart,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Obi Toppin,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,OG Anunoby,3.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,OG Anunoby,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,OG Anunoby,1.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Steals,OG Anunoby,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Pascal Siakam,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Pascal Siakam,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Tyrese Haliburton,2.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Tyrese Haliburton,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Tyrese Haliburton,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Jalen Brunson,0.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Steals,Jalen Brunson,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Mikal Bridges,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Mikal Bridges,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Mikal Bridges,2.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Steals,Karl-Anthony Towns,0.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Steals,Karl-Anthony Towns,1.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,Jamal Murray,3.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Jamal Murray,2.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Turnovers,Michael Porter Jr.,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Luguentz Dort,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Turnovers,Aaron Gordon,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Christian Braun,1.5,vs OKC Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Jalen Williams,1.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Turnovers,Chet Holmgren,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Cason Wallace,0.5,vs DEN Sun 12:40pm,Standard,2025-05-17 19:03:46
Turnovers,Shai Gilgeous-Alexander,2.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Nikola Jokic,3.5,vs OKC Sun 12:40pm,Goblin,2025-05-17 19:03:46
Turnovers,Alex Caruso,0.5,vs DEN Sun 12:40pm,Goblin,2025-05-17 19:03:46
Turnovers,Isaiah Hartenstein,1.5,vs DEN Sun 12:40pm,Demon,2025-05-17 19:03:46
Turnovers,Myles Turner,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,T.J. McConnell,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,Miles McBride,0.5,vs IND Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,Andrew Nembhard,1.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Turnovers,Aaron Nesmith,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Turnovers,Bennedict Mathurin,1.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,Josh Hart,1.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Turnovers,Obi Toppin,0.5,vs NYK Wed 5:10pm,Goblin,2025-05-17 19:03:46
Turnovers,OG Anunoby,1.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Turnovers,Pascal Siakam,1.5,vs NYK Wed 5:10pm,Standard,2025-05-17 19:03:46
Turnovers,Tyrese Haliburton,2.5,vs NYK Wed 5:10pm,Demon,2025-05-17 19:03:46
Turnovers,Jalen Brunson,2.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
Turnovers,Mikal Bridges,1.5,vs IND Wed 5:10pm,Goblin,2025-05-17 19:03:46
Turnovers,Karl-Anthony Towns,2.5,vs IND Wed 5:10pm,Standard,2025-05-17 19:03:46
